id_venda,data_venda,cliente,produto,categoria,quantidade,preco_unitario,vendedor,cidade,estado
8498,2024-03-18,Lorenzo,Cadeira,Móveis,1,650.81,Daniela,São Paulo,RJ
8499,2024-12-25,Davi,Mesa,Móveis,2,1160.9,Bruno,Curitiba,SP
8500,2024-11-28,Sabrina,Livro Python,Livros,2,126.72,Carlos,São Paulo,SP
8501,2024-05-09,Ravi,Cadeira,Móveis,2,710.96,Daniela,Belo Horizonte,RS
8502,2024-11-13,Yago,Livro Python,Livros,1,112.7,Daniela,Porto Alegre,MG
8503,2024-07-08,Pedro Miguel,Fone,Eletrônicos,2,180.11,Daniela,Porto Alegre,RS
8504,2024-02-21,Luiz Felipe,Mochila,Acessórios,4,184.43,Carlos,Porto Alegre,MG
8505,2024-09-07,Yasmin,Fone,Eletrônicos,1,200.0,Ana,Curitiba,SP
8506,2024-05-16,Maria Eduarda,Monitor,Eletrônicos,2,859.9,Daniela,São Paulo,SP
8507,2024-03-21,Eloah,Notebook,Eletrônicos,2,3502.38,Daniela,Curitiba,SP
8508,2024-03-23,Gabriela,Mouse,Eletrônicos,4,76.95,Daniela,Curitiba,RJ
8509,2024-08-21,Maria Fernanda,Livro SQL,Livros,3,90.08,Carlos,Porto Alegre,MG
8510,2024-10-24,Ana Clara,Mochila,Acessórios,2,178.76,Bruno,Rio de Janeiro,SP
8511,2024-06-28,Davi Miguel,Livro SQL,Livros,4,91.17,Eduardo,São Paulo,SP
8512,2024-10-20,Breno,Mouse,Eletrônicos,4,84.35,Daniela,São Paulo,RS
8513,2024-06-23,Sarah,Livro Python,Livros,4,113.37,Ana,São Paulo,MG
8514,2024-07-10,Cecilia,Mochila,Acessórios,1,183.12,Ana,Rio de Janeiro,SP
8515,2024-08-12,Diego,Cadeira,Móveis,4,733.36,Carlos,Belo Horizonte,SP
8516,2024-01-17,Maria Isis,Mesa,Móveis,2,1159.67,Carlos,Porto Alegre,PR
8517,2024-12-10,Asafe,Livro SQL,Livros,2,105.75,Carlos,Rio de Janeiro,RJ
8518,2024-12-16,Heitor,Monitor,Eletrônicos,2,870.85,Eduardo,Belo Horizonte,RS
8519,2024-02-23,Allana,Livro Python,Livros,1,128.25,Carlos,Belo Horizonte,RJ
8520,2024-10-30,Luiz Henrique,Monitor,Eletrônicos,2,952.2,Eduardo,São Paulo,PR
8521,2024-03-17,Thiago,Notebook,Eletrônicos,4,3791.74,Bruno,Rio de Janeiro,MG
8522,2024-03-12,Benicio,Monitor,Eletrônicos,3,847.22,Ana,São Paulo,MG
8523,2024-02-16,Davi Luiz,Mochila,Acessórios,1,190.96,Eduardo,Porto Alegre,RJ
8524,2024-11-08,Stephany,Livro Python,Livros,2,119.35,Daniela,Belo Horizonte,RJ
8525,2024-08-06,Asafe,Livro Python,Livros,1,108.69,Ana,Porto Alegre,PR
8526,2024-10-09,Vitor,Livro SQL,Livros,2,98.91,Bruno,São Paulo,PR
8527,2024-11-27,Matheus,Monitor,Eletrônicos,4,949.26,Eduardo,Belo Horizonte,PR
8528,2024-10-18,Emanuella,Teclado,Eletrônicos,3,139.55,Carlos,Porto Alegre,PR
8529,2024-02-25,Isadora,Teclado,Eletrônicos,2,161.5,Bruno,Porto Alegre,MG
8530,2024-04-03,Nathan,Fone,Eletrônicos,1,201.72,Daniela,Belo Horizonte,RJ
8531,2024-05-25,Liam,Mochila,Acessórios,2,178.93,Bruno,Curitiba,PR
8532,2024-05-04,Bruna,Fone,Eletrônicos,1,183.21,Daniela,São Paulo,MG
8533,2024-07-18,Lavínia,Mouse,Eletrônicos,2,76.08,Bruno,Belo Horizonte,RS
8534,2024-10-08,Antônio,Monitor,Eletrônicos,3,959.54,Ana,Curitiba,RS
8535,2024-04-28,Laís,Livro Python,Livros,3,112.53,Daniela,São Paulo,PR
8536,2024-05-31,Lucas,Notebook,Eletrônicos,2,3590.02,Carlos,Belo Horizonte,RS
8537,2024-01-21,Pedro Henrique,Mouse,Eletrônicos,2,72.9,Daniela,Rio de Janeiro,MG
8538,2024-03-08,Theo,Livro SQL,Livros,1,95.04,Eduardo,Rio de Janeiro,SP
8539,2024-04-09,Pedro Lucas,Mouse,Eletrônicos,2,79.88,Daniela,Rio de Janeiro,MG
8540,2024-12-14,Nicolas,Notebook,Eletrônicos,3,3262.79,Daniela,Porto Alegre,RS
8541,2024-08-27,Maitê,Mochila,Acessórios,4,195.32,Bruno,Belo Horizonte,MG
8542,2024-04-25,Heloísa,Livro Python,Livros,1,114.69,Carlos,Curitiba,RJ
8543,2024-04-28,Ryan,Mochila,Acessórios,3,168.29,Eduardo,Porto Alegre,PR
8544,2024-03-13,João,Notebook,Eletrônicos,1,3471.89,Ana,Belo Horizonte,MG
8545,2024-12-27,Ayla,Mesa,Móveis,2,1143.48,Daniela,São Paulo,RJ
8546,2024-07-06,Arthur,Mochila,Acessórios,1,180.7,Bruno,Belo Horizonte,RJ
8547,2024-08-08,Vitória,Livro SQL,Livros,1,104.16,Ana,Porto Alegre,PR
8548,2024-02-23,Amanda,Livro Python,Livros,1,115.97,Eduardo,Rio de Janeiro,MG
8549,2024-06-21,Brenda,Mesa,Móveis,1,1142.08,Bruno,Porto Alegre,SP
8550,2024-09-22,Luiza,Mesa,Móveis,2,1083.86,Ana,Porto Alegre,RJ
8551,2024-06-22,Bella,Livro Python,Livros,3,113.88,Ana,São Paulo,SP
8552,2024-01-27,Theo,Mouse,Eletrônicos,1,75.01,Ana,São Paulo,SP
8553,2024-03-01,Leonardo,Mesa,Móveis,1,1082.2,Daniela,São Paulo,PR
8554,2024-06-05,Marcelo,Mouse,Eletrônicos,3,80.96,Eduardo,Curitiba,RJ
8555,2024-01-31,Letícia,Fone,Eletrônicos,1,181.24,Carlos,Belo Horizonte,RS
8556,2024-02-02,Yan,Fone,Eletrônicos,4,209.25,Ana,Rio de Janeiro,SP
8557,2024-12-15,Giovanna,Monitor,Eletrônicos,2,891.26,Ana,São Paulo,RS
8558,2024-08-15,Mirella,Fone,Eletrônicos,1,208.71,Bruno,Rio de Janeiro,RS
8559,2024-08-24,Vitor,Cadeira,Móveis,2,762.7,Daniela,Porto Alegre,RS
8560,2024-07-08,Pedro,Notebook,Eletrônicos,4,3173.37,Eduardo,Curitiba,PR
8561,2024-12-26,Vitor,Teclado,Eletrônicos,4,163.99,Bruno,Rio de Janeiro,SP
8562,2024-08-10,Olivia,Notebook,Eletrônicos,4,3360.34,Carlos,Belo Horizonte,RS
8563,2024-01-17,Ryan,Mouse,Eletrônicos,4,84.69,Daniela,Curitiba,RJ
8564,2024-12-23,Alana,Livro Python,Livros,4,118.5,Carlos,Belo Horizonte,PR
8565,2024-03-10,Luiz Miguel,Mouse,Eletrônicos,3,77.55,Eduardo,Rio de Janeiro,RJ
8566,2024-03-17,Brenda,Mouse,Eletrônicos,4,79.82,Eduardo,Porto Alegre,RJ
8567,2024-01-16,Vicente,Teclado,Eletrônicos,3,139.85,Ana,Curitiba,RJ
8568,2024-06-19,Lucas,Mouse,Eletrônicos,2,76.76,Eduardo,Curitiba,MG
8569,2024-02-15,Bryan,Mouse,Eletrônicos,4,81.53,Daniela,Curitiba,SP
8570,2024-10-22,Brenda,Monitor,Eletrônicos,1,869.79,Ana,Rio de Janeiro,RJ
8571,2024-09-17,Clarice,Livro Python,Livros,4,112.25,Carlos,São Paulo,PR
8572,2024-12-07,Ana,Mochila,Acessórios,2,165.62,Bruno,Curitiba,RS
8573,2024-03-30,Josué,Monitor,Eletrônicos,2,883.86,Carlos,Porto Alegre,RS
8574,2024-08-21,Miguel,Mouse,Eletrônicos,3,85.95,Daniela,Curitiba,PR
8575,2024-11-29,Sophie,Cadeira,Móveis,3,712.33,Ana,Rio de Janeiro,RJ
8576,2024-12-19,Ana Cecília,Monitor,Eletrônicos,4,930.57,Eduardo,São Paulo,RS
8577,2024-11-13,Lucca,Monitor,Eletrônicos,3,947.04,Bruno,Belo Horizonte,RJ
8578,2024-05-04,Maria Vitória,Fone,Eletrônicos,3,206.87,Bruno,Curitiba,PR
8579,2024-03-01,Eduardo,Mouse,Eletrônicos,2,86.75,Bruno,Curitiba,RS
8580,2024-06-11,Ravi,Monitor,Eletrônicos,1,812.52,Daniela,Porto Alegre,MG
8581,2024-05-11,Jade,Mochila,Acessórios,1,191.54,Eduardo,Porto Alegre,MG
8582,2024-06-21,Igor,Teclado,Eletrônicos,3,150.4,Bruno,Belo Horizonte,RJ
8583,2024-07-11,Heloisa,Mochila,Acessórios,3,178.74,Daniela,Belo Horizonte,MG
8584,2024-08-17,Alice,Cadeira,Móveis,2,733.21,Eduardo,Belo Horizonte,RJ
8585,2024-06-27,Ravy,Livro Python,Livros,1,121.03,Eduardo,Curitiba,RS
8586,2024-09-19,Augusto,Mouse,Eletrônicos,3,73.69,Ana,São Paulo,MG
8587,2024-08-30,Diogo,Monitor,Eletrônicos,4,825.58,Bruno,São Paulo,PR
8588,2024-09-03,Zoe,Cadeira,Móveis,3,756.04,Ana,Porto Alegre,RS
8589,2024-10-20,Lorenzo,Notebook,Eletrônicos,3,3669.89,Carlos,Porto Alegre,PR
8590,2024-08-12,Ravi,Livro SQL,Livros,3,93.88,Ana,Belo Horizonte,MG
8591,2024-03-07,Theodoro,Mesa,Móveis,3,1113.22,Eduardo,São Paulo,PR
8592,2024-07-02,Evelyn,Teclado,Eletrônicos,1,151.66,Daniela,Porto Alegre,PR
8593,2024-10-26,Ana Lívia,Mochila,Acessórios,1,179.98,Ana,Rio de Janeiro,MG
8594,2024-08-17,Ana Vitória,Mochila,Acessórios,2,169.88,Ana,Rio de Janeiro,SP
8595,2024-08-31,Valentina,Cadeira,Móveis,2,756.57,Daniela,Rio de Janeiro,PR
8596,2024-08-25,Rafael,Teclado,Eletrônicos,3,148.43,Ana,Curitiba,RJ
8597,2024-11-05,Renan,Livro Python,Livros,2,110.28,Daniela,São Paulo,RJ
8598,2024-10-10,Maria Eduarda,Teclado,Eletrônicos,1,163.26,Bruno,Belo Horizonte,RS
8599,2024-10-18,Yuri,Cadeira,Móveis,4,767.96,Ana,Porto Alegre,SP
8600,2024-09-02,Anthony Gabriel,Teclado,Eletrônicos,3,156.53,Eduardo,Belo Horizonte,MG
8601,2024-05-17,João Felipe,Mochila,Acessórios,2,180.02,Eduardo,Porto Alegre,PR
8602,2024-04-02,Raquel,Livro SQL,Livros,2,92.59,Bruno,Curitiba,RS
8603,2024-01-20,Alice,Monitor,Eletrônicos,3,897.22,Eduardo,Belo Horizonte,PR
8604,2024-03-30,José Miguel,Mochila,Acessórios,1,177.45,Carlos,Belo Horizonte,SP
8605,2024-02-06,Thomas,Mochila,Acessórios,2,193.74,Bruno,Belo Horizonte,PR
8606,2024-04-13,Vicente,Cadeira,Móveis,3,749.89,Ana,São Paulo,SP
8607,2024-09-10,Ana Luiza,Livro SQL,Livros,3,105.32,Bruno,Curitiba,PR
8608,2024-02-06,Helena,Notebook,Eletrônicos,2,3309.42,Bruno,Porto Alegre,PR
8609,2024-04-25,Nicolas,Teclado,Eletrônicos,1,135.73,Carlos,Curitiba,PR
8610,2024-09-15,Alana,Livro Python,Livros,1,117.29,Ana,São Paulo,RJ
8611,2024-12-08,Theodoro,Mesa,Móveis,4,1139.44,Eduardo,Belo Horizonte,RJ
8612,2024-04-05,Asafe,Monitor,Eletrônicos,3,858.75,Bruno,São Paulo,SP
8613,2024-09-04,Pietra,Fone,Eletrônicos,3,190.26,Ana,Belo Horizonte,PR
8614,2024-04-01,Sabrina,Monitor,Eletrônicos,3,900.0,Ana,Porto Alegre,RJ
8615,2024-09-03,Luiz Otávio,Mochila,Acessórios,4,180.83,Bruno,Belo Horizonte,RS
8616,2024-05-03,Maria Clara,Teclado,Eletrônicos,2,146.22,Eduardo,Curitiba,RJ
8617,2024-12-30,Sabrina,Teclado,Eletrônicos,4,154.56,Ana,São Paulo,PR
8618,2024-01-13,Bruna,Fone,Eletrônicos,3,185.61,Eduardo,Rio de Janeiro,SP
8619,2024-07-18,Renan,Teclado,Eletrônicos,3,137.92,Daniela,Rio de Janeiro,PR
8620,2024-06-13,Henrique,Mesa,Móveis,2,1085.44,Carlos,Porto Alegre,MG
8621,2024-06-13,Enzo,Teclado,Eletrônicos,2,159.31,Bruno,São Paulo,PR
8622,2024-02-13,Natália,Teclado,Eletrônicos,3,160.96,Ana,São Paulo,RS
8623,2024-05-18,André,Livro SQL,Livros,1,97.73,Ana,Porto Alegre,MG
8624,2024-04-15,Mathias,Teclado,Eletrônicos,2,146.6,Eduardo,Curitiba,MG
8625,2024-02-18,Yuri,Mouse,Eletrônicos,2,73.04,Daniela,Rio de Janeiro,PR
8626,2024-11-23,Luísa,Mochila,Acessórios,3,189.36,Daniela,Rio de Janeiro,PR
8627,2024-05-04,Benjamim,Mesa,Móveis,4,1154.72,Ana,Rio de Janeiro,RS
8628,2024-12-12,Luana,Mesa,Móveis,3,1097.75,Carlos,Belo Horizonte,SP
8629,2024-12-02,Zoe,Notebook,Eletrônicos,1,3272.16,Ana,Belo Horizonte,SP
8630,2024-09-17,Thiago,Notebook,Eletrônicos,2,3600.78,Eduardo,São Paulo,RS
8631,2024-01-18,João Guilherme,Cadeira,Móveis,2,670.34,Eduardo,Belo Horizonte,RJ
8632,2024-05-18,Dom,Teclado,Eletrônicos,3,141.9,Daniela,Rio de Janeiro,RJ
8633,2024-05-07,Murilo,Notebook,Eletrônicos,4,3234.99,Ana,Rio de Janeiro,PR
8634,2024-10-15,Vitória,Notebook,Eletrônicos,4,3777.51,Daniela,Rio de Janeiro,RJ
8635,2024-02-11,Vinícius,Monitor,Eletrônicos,2,978.2,Carlos,São Paulo,RJ
8636,2024-05-04,Enzo,Fone,Eletrônicos,4,207.09,Bruno,São Paulo,RJ
8637,2024-11-19,Manuela,Cadeira,Móveis,4,716.57,Bruno,Belo Horizonte,RJ
8638,2024-07-21,Matheus,Livro SQL,Livros,2,108.63,Carlos,Rio de Janeiro,RS
8639,2024-04-04,João Pedro,Mouse,Eletrônicos,4,86.83,Daniela,Porto Alegre,RJ
8640,2024-01-04,Fernanda,Fone,Eletrônicos,4,198.92,Ana,Porto Alegre,SP
8641,2024-10-26,Maria Liz,Livro Python,Livros,1,121.58,Daniela,Rio de Janeiro,SP
8642,2024-02-11,Eloá,Livro Python,Livros,1,108.61,Daniela,Porto Alegre,PR
8643,2024-08-30,Vinícius,Fone,Eletrônicos,1,193.21,Daniela,Belo Horizonte,SP
8644,2024-02-24,Augusto,Monitor,Eletrônicos,4,901.87,Bruno,São Paulo,MG
8645,2024-06-21,Bella,Mesa,Móveis,4,1112.88,Carlos,Belo Horizonte,SP
8646,2024-01-30,Isabela,Notebook,Eletrônicos,1,3436.17,Daniela,São Paulo,PR
8647,2024-08-08,Ana Laura,Livro Python,Livros,3,125.79,Carlos,Porto Alegre,PR
8648,2024-08-29,Fernanda,Notebook,Eletrônicos,3,3643.52,Ana,Porto Alegre,MG
8649,2024-02-08,Ana Lívia,Cadeira,Móveis,1,769.31,Carlos,Porto Alegre,SP
8650,2024-11-22,Eduarda,Mouse,Eletrônicos,1,73.1,Carlos,São Paulo,PR
8651,2024-09-27,Maya,Livro Python,Livros,3,109.45,Carlos,Rio de Janeiro,RS
8652,2024-03-12,Ana Vitória,Livro Python,Livros,3,120.13,Bruno,Porto Alegre,SP
8653,2024-12-15,Lunna,Mochila,Acessórios,2,196.91,Bruno,Belo Horizonte,SP
8654,2024-10-18,Vitor,Mouse,Eletrônicos,3,80.25,Carlos,São Paulo,MG
8655,2024-03-20,Melissa,Notebook,Eletrônicos,3,3404.92,Eduardo,Curitiba,RS
8656,2024-07-09,Enzo,Mochila,Acessórios,2,186.57,Daniela,São Paulo,RJ
8657,2024-02-28,Bárbara,Mouse,Eletrônicos,3,86.55,Carlos,Rio de Janeiro,MG
8658,2024-07-20,Maya,Mesa,Móveis,2,1174.31,Bruno,Rio de Janeiro,RJ
8659,2024-09-24,Ryan,Teclado,Eletrônicos,4,148.15,Eduardo,São Paulo,MG
8660,2024-10-14,Caroline,Fone,Eletrônicos,3,206.21,Eduardo,Rio de Janeiro,PR
8661,2024-04-23,Heloisa,Livro SQL,Livros,4,109.82,Carlos,Rio de Janeiro,MG
8662,2024-11-12,Letícia,Cadeira,Móveis,2,759.34,Ana,Belo Horizonte,PR
8663,2024-04-01,Pietra,Livro Python,Livros,2,129.49,Bruno,Belo Horizonte,RJ
8664,2024-12-28,Mirella,Mochila,Acessórios,3,168.1,Carlos,São Paulo,SP
8665,2024-01-25,Théo,Mouse,Eletrônicos,3,86.35,Ana,Belo Horizonte,RJ
8666,2024-05-20,José,Mesa,Móveis,2,1153.86,Carlos,Porto Alegre,PR
8667,2024-10-26,Sarah,Teclado,Eletrônicos,4,144.14,Daniela,Curitiba,RS
8668,2024-03-20,Ravi,Fone,Eletrônicos,3,184.33,Eduardo,Rio de Janeiro,PR
8669,2024-09-24,Vitor Hugo,Notebook,Eletrônicos,4,3796.77,Bruno,São Paulo,PR
8670,2024-03-15,Augusto,Cadeira,Móveis,4,759.65,Eduardo,Porto Alegre,SP
8671,2024-02-03,Emanuelly,Monitor,Eletrônicos,2,861.66,Ana,Belo Horizonte,MG
8672,2024-08-18,Clarice,Fone,Eletrônicos,1,181.16,Eduardo,São Paulo,RS
8673,2024-10-21,Laís,Livro SQL,Livros,4,109.9,Ana,Porto Alegre,PR
8674,2024-03-31,Luísa,Mouse,Eletrônicos,1,78.54,Carlos,Rio de Janeiro,RJ
8675,2024-12-03,Eduarda,Mochila,Acessórios,3,181.69,Bruno,Belo Horizonte,MG
8676,2024-01-31,Luiz Miguel,Cadeira,Móveis,2,668.64,Carlos,Porto Alegre,RJ
8677,2024-08-15,Ryan,Notebook,Eletrônicos,1,3539.62,Carlos,Belo Horizonte,RS
8678,2024-09-26,Bryan,Livro Python,Livros,3,126.93,Daniela,Belo Horizonte,PR
8679,2024-06-26,Isaque,Livro SQL,Livros,2,103.57,Eduardo,Porto Alegre,SP
8680,2024-03-08,Caroline,Mouse,Eletrônicos,2,83.51,Bruno,Curitiba,RS
8681,2024-09-26,Allana,Fone,Eletrônicos,2,195.51,Bruno,São Paulo,MG
8682,2024-05-07,Natália,Mesa,Móveis,2,1151.44,Daniela,Curitiba,RJ
8683,2024-08-31,Ana Júlia,Livro SQL,Livros,4,97.56,Carlos,Belo Horizonte,SP
8684,2024-06-03,Eloah,Mouse,Eletrônicos,3,80.27,Daniela,São Paulo,RS
8685,2024-10-07,Danilo,Mochila,Acessórios,1,163.83,Carlos,Porto Alegre,RS
8686,2024-02-19,Calebe,Livro SQL,Livros,1,107.66,Ana,São Paulo,MG
8687,2024-06-09,Anna Liz,Teclado,Eletrônicos,1,156.5,Bruno,São Paulo,RJ
8688,2024-09-30,Nathan,Monitor,Eletrônicos,3,910.62,Daniela,Porto Alegre,RS
8689,2024-12-27,Raquel,Livro Python,Livros,3,112.54,Ana,São Paulo,RS
8690,2024-09-23,Natália,Monitor,Eletrônicos,3,970.23,Carlos,Curitiba,PR
8691,2024-11-13,Fernando,Mouse,Eletrônicos,4,86.77,Bruno,Porto Alegre,RS
8692,2024-12-08,Marcelo,Fone,Eletrônicos,4,208.62,Eduardo,Porto Alegre,RJ
8693,2024-08-27,Lucas,Notebook,Eletrônicos,3,3735.08,Daniela,Belo Horizonte,PR
8694,2024-07-21,Ana Beatriz,Mouse,Eletrônicos,3,75.16,Ana,Rio de Janeiro,RS
8695,2024-10-13,Stephany,Mochila,Acessórios,1,170.4,Daniela,Porto Alegre,RS
8696,2024-12-02,Alexandre,Teclado,Eletrônicos,1,148.66,Daniela,São Paulo,MG
8697,2024-08-18,Esther,Livro Python,Livros,1,110.94,Ana,Rio de Janeiro,RJ
8698,2024-05-11,Theo,Fone,Eletrônicos,4,211.36,Daniela,Porto Alegre,RS
8699,2024-10-23,Ravy,Mesa,Móveis,4,1172.04,Bruno,Porto Alegre,MG
8700,2024-06-22,Isabela,Fone,Eletrônicos,1,211.68,Eduardo,Porto Alegre,PR
8701,2024-03-18,Enzo Gabriel,Fone,Eletrônicos,4,216.08,Ana,Porto Alegre,MG
8702,2024-09-09,Juan,Monitor,Eletrônicos,3,892.13,Eduardo,Curitiba,PR
8703,2024-02-29,Otto,Monitor,Eletrônicos,3,876.82,Ana,Porto Alegre,SP
8704,2024-01-08,Leandro,Notebook,Eletrônicos,1,3650.41,Daniela,Rio de Janeiro,PR
8705,2024-02-27,Clarice,Mochila,Acessórios,3,191.84,Carlos,Porto Alegre,RS
8706,2024-10-16,Josué,Mochila,Acessórios,1,194.52,Carlos,Belo Horizonte,MG
8707,2024-01-22,Luiz Fernando,Livro SQL,Livros,4,108.39,Carlos,Belo Horizonte,MG
8708,2024-09-27,Maria Luiza,Mouse,Eletrônicos,3,85.0,Ana,Curitiba,PR
8709,2024-05-26,Amanda,Mochila,Acessórios,1,168.85,Bruno,Curitiba,RJ
8710,2024-01-14,Helena,Livro Python,Livros,1,121.48,Carlos,Belo Horizonte,RJ
8711,2024-10-19,Arthur,Cadeira,Móveis,2,746.39,Daniela,Belo Horizonte,RS
8712,2024-06-19,Manuella,Mouse,Eletrônicos,3,77.98,Daniela,São Paulo,MG
8713,2024-10-17,Mateus,Monitor,Eletrônicos,3,982.54,Carlos,Porto Alegre,RS
8714,2024-07-14,Ana Cecília,Monitor,Eletrônicos,3,945.19,Eduardo,Porto Alegre,MG
8715,2024-10-12,Heloisa,Mochila,Acessórios,2,163.56,Ana,Curitiba,RS
8716,2024-02-04,Manuella,Mochila,Acessórios,3,196.31,Daniela,Belo Horizonte,RS
8717,2024-07-29,Eloah,Mesa,Móveis,3,1212.21,Daniela,Porto Alegre,RJ
8718,2024-10-11,Sofia,Livro SQL,Livros,2,92.44,Carlos,Curitiba,RS
8719,2024-01-27,Sophie,Mouse,Eletrônicos,3,75.99,Daniela,Curitiba,RS
8720,2024-02-25,Manuela,Cadeira,Móveis,3,648.14,Bruno,Belo Horizonte,SP
8721,2024-04-14,Luna,Livro SQL,Livros,4,107.95,Bruno,São Paulo,PR
8722,2024-03-29,Leonardo,Mouse,Eletrônicos,2,78.49,Daniela,Curitiba,PR
8723,2024-05-13,Bella,Mouse,Eletrônicos,2,77.83,Bruno,Belo Horizonte,SP
8724,2024-05-11,Ravi,Notebook,Eletrônicos,4,3682.69,Daniela,Porto Alegre,RS
8725,2024-05-11,Manuela,Monitor,Eletrônicos,1,884.35,Daniela,Porto Alegre,RJ
8726,2024-10-13,Igor,Teclado,Eletrônicos,4,140.25,Bruno,Rio de Janeiro,RS
8727,2024-11-11,Luiz Otávio,Mesa,Móveis,4,1166.83,Carlos,São Paulo,RJ
8728,2024-05-04,José Miguel,Monitor,Eletrônicos,2,980.88,Daniela,Porto Alegre,RS
8729,2024-09-03,Thales,Mochila,Acessórios,4,197.11,Carlos,Rio de Janeiro,RS
8730,2024-12-22,Olívia,Mesa,Móveis,3,1171.91,Ana,Rio de Janeiro,RJ
8731,2024-10-26,Kamilly,Mouse,Eletrônicos,2,83.78,Bruno,Curitiba,MG
8732,2024-12-09,Evelyn,Monitor,Eletrônicos,3,849.72,Bruno,Curitiba,RJ
8733,2024-12-15,Pedro Lucas,Mesa,Móveis,2,1086.22,Carlos,São Paulo,MG
8734,2024-08-23,Lunna,Mochila,Acessórios,1,196.24,Daniela,Rio de Janeiro,MG
8735,2024-01-23,Giovanna,Mochila,Acessórios,3,164.3,Ana,Rio de Janeiro,RJ
8736,2024-04-12,Laís,Teclado,Eletrônicos,1,159.03,Bruno,Belo Horizonte,PR
8737,2024-09-22,Pedro Miguel,Livro SQL,Livros,2,96.39,Ana,Belo Horizonte,PR
8738,2024-01-09,Fernando,Mochila,Acessórios,1,167.29,Carlos,São Paulo,RS
8739,2024-05-10,Nina,Monitor,Eletrônicos,1,816.83,Carlos,Belo Horizonte,MG
8740,2024-06-01,Lavínia,Mesa,Móveis,2,1244.22,Daniela,São Paulo,RJ
8741,2024-03-11,Kaique,Notebook,Eletrônicos,1,3271.35,Ana,Curitiba,SP
8742,2024-03-21,Thales,Livro SQL,Livros,4,90.88,Carlos,São Paulo,RJ
8743,2024-01-19,Joaquim,Livro Python,Livros,2,113.06,Carlos,Belo Horizonte,MG
8744,2024-04-16,Davi Luiz,Mochila,Acessórios,4,170.43,Carlos,Curitiba,PR
8745,2024-08-26,Nicolas,Mouse,Eletrônicos,1,87.86,Bruno,São Paulo,RS
8746,2024-12-01,Arthur Miguel,Mochila,Acessórios,3,170.44,Bruno,Porto Alegre,SP
8747,2024-10-13,Juan,Teclado,Eletrônicos,4,147.64,Daniela,São Paulo,PR
8748,2024-10-16,Gustavo Henrique,Mesa,Móveis,1,1179.97,Ana,Curitiba,PR
8749,2024-01-06,Vinícius,Mouse,Eletrônicos,3,76.58,Bruno,Rio de Janeiro,RJ
8750,2024-12-17,Matteo,Fone,Eletrônicos,3,203.97,Bruno,São Paulo,MG
8751,2024-10-29,Bárbara,Livro Python,Livros,4,125.12,Carlos,Belo Horizonte,PR
8752,2024-10-09,Heloisa,Fone,Eletrônicos,4,212.26,Carlos,Rio de Janeiro,SP
8753,2024-12-14,Valentina,Cadeira,Móveis,2,732.5,Carlos,Belo Horizonte,MG
8754,2024-09-14,Felipe,Mesa,Móveis,1,1319.17,Eduardo,Belo Horizonte,SP
8755,2024-01-27,Cecilia,Teclado,Eletrônicos,3,159.87,Daniela,Rio de Janeiro,MG
8756,2024-05-24,Mariane,Livro Python,Livros,1,110.0,Ana,Curitiba,PR
8757,2024-04-30,Calebe,Livro SQL,Livros,3,107.16,Eduardo,Porto Alegre,MG
8758,2024-09-20,Gael,Monitor,Eletrônicos,1,934.76,Bruno,Rio de Janeiro,PR
8759,2024-11-22,Renan,Livro Python,Livros,1,131.93,Bruno,Porto Alegre,RS
8760,2024-11-06,Maria Cecília,Notebook,Eletrônicos,3,3664.82,Carlos,Curitiba,SP
8761,2024-06-19,José,Notebook,Eletrônicos,3,3824.03,Eduardo,Rio de Janeiro,RJ
8762,2024-11-04,Maria Vitória,Livro Python,Livros,1,122.29,Eduardo,Curitiba,RJ
8763,2024-09-07,Pietra,Livro Python,Livros,2,121.09,Eduardo,São Paulo,RJ
8764,2024-12-12,Luiz Gustavo,Teclado,Eletrônicos,1,145.13,Bruno,São Paulo,RS
8765,2024-04-11,Bento,Livro SQL,Livros,4,90.53,Carlos,Belo Horizonte,SP
8766,2024-05-07,Ana Luiza,Livro Python,Livros,4,112.25,Ana,Curitiba,RS
8767,2024-09-18,Marina,Notebook,Eletrônicos,2,3745.25,Daniela,Curitiba,SP
8768,2024-10-11,Daniela,Mouse,Eletrônicos,2,74.06,Carlos,São Paulo,RJ
8769,2024-11-28,Rafaela,Notebook,Eletrônicos,2,3596.61,Ana,Rio de Janeiro,RS
8770,2024-11-24,Maria Júlia,Monitor,Eletrônicos,2,965.9,Carlos,Belo Horizonte,RS
8771,2024-07-18,Anna Liz,Notebook,Eletrônicos,1,3496.24,Daniela,Curitiba,RS
8772,2024-08-27,Hadassa,Livro SQL,Livros,1,107.19,Bruno,São Paulo,PR
8773,2024-03-11,Luara,Teclado,Eletrônicos,4,162.06,Ana,Porto Alegre,RJ
8774,2024-07-27,Maria Julia,Monitor,Eletrônicos,1,984.79,Bruno,Porto Alegre,SP
8775,2024-07-26,Renan,Mochila,Acessórios,4,166.82,Bruno,Porto Alegre,PR
8776,2024-06-11,Bruna,Mochila,Acessórios,1,183.62,Bruno,São Paulo,SP
8777,2024-05-06,Maria Clara,Mesa,Móveis,1,1163.66,Bruno,São Paulo,PR
8778,2024-09-04,Diogo,Mouse,Eletrônicos,3,78.54,Bruno,Rio de Janeiro,PR
8779,2024-10-09,Murilo,Notebook,Eletrônicos,2,3523.95,Ana,Porto Alegre,RJ
